"","Isolate","Accession_number","Collection_time","Country","Nextstrain_clade","Source"
"2886","hCoV-19/HongKong/HK-HKPU-PU22TM234757/2022","EPI_ISL_12418157",2022.445,"Kuwait","21L(Omicron)","GISAID"
"2887","hCoV-19/SaudiArabia/KAU_CEBR_C62/2022","EPI_ISL_15668776",2022.095,"HongKong","21L(Omicron)","GISAID"
"2888","hCoV-19/NewZealand/22CV7143/2022","EPI_ISL_13764865",2022.262,"SaudiArabia","21L(Omicron)","GISAID"
"2889","hCoV-19/Tunisia/332022/2022","EPI_ISL_11986488",2022.475,"NewZealand","21L(Omicron)","GISAID"
"2890","hCoV-19/USA/TX-HMH-M-96806/2022","EPI_ISL_12454887",2022.204,"Tunisia","21L(Omicron)","GISAID"
"2891","hCoV-19/TrinidadandTobago/168544/2022","EPI_ISL_13263386",2022.3,"USA","21L(Omicron)","GISAID"
"2892","hCoV-19/Bulgaria/22BG-EU_020992_Pl198/2022","EPI_ISL_14889630",2022.404,"TrinidadandTobago","21L(Omicron)","GISAID"
"2893","hCoV-19/Guangxi/GCDC-BS-2201/2022","EPI_ISL_17104929",2022.314,"Bulgaria","21L(Omicron)","GISAID"
"2894","hCoV-19/Brazil/SC-FIOCRUZ-16026/2022","EPI_ISL_13999778",2022.316,"Guangxi","21L(Omicron)","GISAID"
"2895","hCoV-19/Bulgaria/22BG-EU_020550_Pl194/2022","EPI_ISL_14889313",2022.44,"Brazil","21L(Omicron)","GISAID"
"2896","hCoV-19/Netherlands/NH-AUMC-019107/2022","EPI_ISL_12715912",2022.232,"Bulgaria","21L(Omicron)","GISAID"
"2897","hCoV-19/Uruguay/DLSP_2156/2022","EPI_ISL_16385391",2022.341,"Netherlands","21L(Omicron)","GISAID"
"2898","hCoV-19/Ecuador/USFQ-3376/2022","EPI_ISL_12934467",2022.358,"Uruguay","21L(Omicron)","GISAID"
"2899","hCoV-19/CaboVerde/ST1402/2022","EPI_ISL_14076742",2022.363,"Ecuador","21L(Omicron)","GISAID"
"2900","hCoV-19/USA/RI-CDC-LC0585067/2022","EPI_ISL_12504455",2022.264,"CaboVerde","21L(Omicron)","GISAID"
"2901","hCoV-19/Russia/MOW-PMVL-DZ-58320579185/2022","EPI_ISL_15874230",2022.284,"USA","21L(Omicron)","GISAID"
"2902","hCoV-19/SriLanka/aicbu5515/2022","EPI_ISL_13232329",2022.201,"Russia","21L(Omicron)","GISAID"
"2903","hCoV-19/Spain/RI-CIBIR-228055104-Run38/2022","EPI_ISL_11522210",2022.333,"SriLanka","21L(Omicron)","GISAID"
"2904","hCoV-19/Australia/NSW-ICPMR-22023/2022","EPI_ISL_10982469",2022.204,"Spain","21L(Omicron)","GISAID"
"2905","hCoV-19/Singapore/2799/2022","EPI_ISL_11250644",2022.188,"Australia","21L(Omicron)","GISAID"
"2906","hCoV-19/USA/NJ-CDC-QDX35135912/2022","EPI_ISL_11863397",2022.163,"Singapore","21L(Omicron)","GISAID"
"2907","hCoV-19/Nepal/NPHL-S-1783/2022","EPI_ISL_14807704",2022.221,"USA","21L(Omicron)","GISAID"
"2908","hCoV-19/DRC/GOM-035/2022","EPI_ISL_11450688",2022.623,"Nepal","21L(Omicron)","GISAID"
"2909","hCoV-19/India/TN-CDFD-W7-347/2022","EPI_ISL_12687372",2022.103,"DRC","21L(Omicron)","GISAID"
"2910","hCoV-19/India/GJ-INSACOG-GBRC7101/2022","EPI_ISL_13696920",2022.319,"India","21L(Omicron)","GISAID"
"2911","hCoV-19/Portugal/PT30602/2022","EPI_ISL_11507297",2022.388,"India","21L(Omicron)","GISAID"
"2912","hCoV-19/Australia/ACT3957/2022","EPI_ISL_11656747",2022.199,"Portugal","21L(Omicron)","GISAID"
"2913","hCoV-19/Venezuela/Dtto939/2022","EPI_ISL_15165705",2022.158,"Australia","21L(Omicron)","GISAID"
"2914","hCoV-19/NewZealand/22MV2116/2022","EPI_ISL_12545580",2022.256,"Venezuela","21L(Omicron)","GISAID"
"2915","hCoV-19/Australia/SA240692/2022","EPI_ISL_12442818",2022.297,"NewZealand","21L(Omicron)","GISAID"
"2916","hCoV-19/Australia/SA310045/2022","EPI_ISL_13512964",2022.292,"Australia","21L(Omicron)","GISAID"
"2917","hCoV-19/Singapore/2918/2022","EPI_ISL_11250762",2022.382,"Australia","21L(Omicron)","GISAID"
"2918","hCoV-19/Canada/SK-RRPL-430534/2022","EPI_ISL_12840445",2022.179,"Singapore","21L(Omicron)","GISAID"
"2919","hCoV-19/NewZealand/22CV5814/2022","EPI_ISL_13763891",2022.316,"Canada","21L(Omicron)","GISAID"
"2920","hCoV-19/Colombia/ANT-CWOHC-VG-SEC03643C/2022","EPI_ISL_14615536",2022.448,"NewZealand","21L(Omicron)","GISAID"
"2921","hCoV-19/TrinidadandTobago/153748/2022","EPI_ISL_12877761",2022.388,"Colombia","21L(Omicron)","GISAID"
"2922","hCoV-19/PuertoRico/PR-ASC-210836628/2022","EPI_ISL_15004082",2022.278,"TrinidadandTobago","21L(Omicron)","GISAID"
"2923","hCoV-19/India/RJ-SMS-ICMR-INSACOG-TS-8465/2022","EPI_ISL_10943958",2022.284,"PuertoRico","21L(Omicron)","GISAID"
"2924","hCoV-19/Mauritius/N43441/2022","EPI_ISL_14513753",2022.103,"India","21L(Omicron)","GISAID"
"2925","hCoV-19/Netherlands/ZH-NMDL-01472/2022","EPI_ISL_12221950",2022.278,"Mauritius","21L(Omicron)","GISAID"
"2926","hCoV-19/Spain/IB-HUSE-05292/2022","EPI_ISL_12907608",2022.223,"Netherlands","21L(Omicron)","GISAID"
"2927","hCoV-19/Maldives/MAV192025/2022","EPI_ISL_12635663",2022.355,"Spain","21L(Omicron)","GISAID"
"2928","hCoV-19/Croatia/32837/2022","EPI_ISL_11342343",2022.319,"Maldives","21L(Omicron)","GISAID"
"2929","hCoV-19/NewZealand/22YA1458/2022","EPI_ISL_14634161",2022.185,"Croatia","21L(Omicron)","GISAID"
"2930","hCoV-19/Panama/M252264-GMI/2022","EPI_ISL_14712645",2022.582,"NewZealand","21L(Omicron)","GISAID"
"2931","hCoV-19/USA/OR-OHSU-221091189/2022","EPI_ISL_12430019",2022.473,"Panama","22C(Omicron)","GISAID"
"2932","hCoV-19/USA/ME-HETL-J15577/2022","EPI_ISL_13350522",2022.253,"USA","22C(Omicron)","GISAID"
"2933","hCoV-19/Canada/AB-ABPHL-64904/2022","EPI_ISL_12832281",2022.415,"USA","22C(Omicron)","GISAID"
"2934","hCoV-19/Panama/M255520-GMI/2022","EPI_ISL_14712775",2022.281,"Canada","22C(Omicron)","GISAID"
"2935","hCoV-19/Mexico/GRO_IBT_IMSS_7895/2022","EPI_ISL_13405403",2022.505,"Panama","22C(Omicron)","GISAID"
"2936","hCoV-19/USA/MO-CDC-QDX38153711/2022","EPI_ISL_13704553",2022.412,"Mexico","22C(Omicron)","GISAID"
"2937","hCoV-19/U.S.VirginIslands/VI-CDC-2-6110791/2022","EPI_ISL_13531559",2022.451,"USA","22C(Omicron)","GISAID"
"2938","hCoV-19/USA/MD-CDC-LC0598134/2022","EPI_ISL_12619608",2022.399,"U.S.VirginIslands","22C(Omicron)","GISAID"
"2939","hCoV-19/SintMaarten/SX-RIVM-106966/2022","EPI_ISL_14239382",2022.311,"USA","22C(Omicron)","GISAID"
"2940","hCoV-19/USA/AZ-ASU73735/2022","EPI_ISL_13850907",2022.505,"SintMaarten","22C(Omicron)","GISAID"
"2941","hCoV-19/USA/CA-CDC-STM-YWCPPRMJW/2022","EPI_ISL_13190447",2022.355,"USA","22C(Omicron)","GISAID"
"2942","hCoV-19/Iceland/E4433/2022","EPI_ISL_12561214",2022.407,"USA","22C(Omicron)","GISAID"
"2943","hCoV-19/Singapore/5459/2022","EPI_ISL_12870515",2022.325,"Iceland","22C(Omicron)","GISAID"
"2944","hCoV-19/ElSalvador/INC-LNSP-231/2022","EPI_ISL_13839650",2022.377,"Singapore","22C(Omicron)","GISAID"
"2945","hCoV-19/ElSalvador/INC-LNSP-300/2022","EPI_ISL_15185706",2022.415,"ElSalvador","22C(Omicron)","GISAID"
"2946","hCoV-19/England/LSPA-3DF9356/2022","EPI_ISL_12606313",2022.544,"ElSalvador","22C(Omicron)","GISAID"
"2947","hCoV-19/USA/NV-CDC-QDX37300284/2022","EPI_ISL_13262060",2022.333,"England","22C(Omicron)","GISAID"
"2948","hCoV-19/USA/VA-VTVAS3-GSC34467/2022","EPI_ISL_12932009",2022.39,"USA","22C(Omicron)","GISAID"
"2949","hCoV-19/Morocco/IPM20420073/2022","EPI_ISL_15291660",2022.303,"USA","22C(Omicron)","GISAID"
"2950","hCoV-19/Austria/LB-R00080-S167/2022","EPI_ISL_13238807",2022.448,"Morocco","22C(Omicron)","GISAID"
"2951","hCoV-19/Guatemala/7847-LNS/2022","EPI_ISL_15887341",2022.41,"Austria","22C(Omicron)","GISAID"
"2952","hCoV-19/ElSalvador/INC-LNSP-263/2022","EPI_ISL_15185669",2022.497,"Guatemala","22C(Omicron)","GISAID"
"2953","hCoV-19/USA/NY-CDC-LC0741914/2022","EPI_ISL_13721913",2022.536,"ElSalvador","22C(Omicron)","GISAID"
"2954","hCoV-19/Hungary/MBL-14717/2022","EPI_ISL_17033648",2022.475,"USA","22C(Omicron)","GISAID"
"2955","hCoV-19/Mexico/GUA_LANGEBIO_IMSS_9113/2022","EPI_ISL_13801952",2022.486,"Hungary","22C(Omicron)","GISAID"
"2956","hCoV-19/USA/VA-CDC-QDX37345457/2022","EPI_ISL_13233493",2022.44,"Mexico","22C(Omicron)","GISAID"
"2957","hCoV-19/USA/ID-USAFSAM-S17505/2022","EPI_ISL_13579231",2022.393,"USA","22C(Omicron)","GISAID"
"2958","hCoV-19/Bermuda/WR-NYGC-JUN-15193-MKMU776/2022","EPI_ISL_14769761",2022.451,"USA","22C(Omicron)","GISAID"
"2959","hCoV-19/USA/MD-CDC-LC0727817/2022","EPI_ISL_13645876",2022.47,"Bermuda","22C(Omicron)","GISAID"
"2960","hCoV-19/Greece/27288/2022","EPI_ISL_13904732",2022.47,"USA","22C(Omicron)","GISAID"
"2961","hCoV-19/Guatemala/8038-LNS/2022","EPI_ISL_14081541",2022.47,"Greece","22C(Omicron)","GISAID"
"2962","hCoV-19/Tianjin/TJCDC-1036/2022","EPI_ISL_16923733",2022.533,"Guatemala","22C(Omicron)","GISAID"
"2963","hCoV-19/India/WB-INSACOG-1931503215316/2022","EPI_ISL_13877198",2022.549,"Tianjin","21L(Omicron)","GISAID"
"2964","hCoV-19/Italy/SIC-CQRC-3423006608/2023","EPI_ISL_17258080",2022.495,"India","21L(Omicron)","GISAID"
"2965","hCoV-19/Australia/WA11350/2023","EPI_ISL_16902207",2023.122,"Italy","21L(Omicron)","GISAID"
"2966","hCoV-19/Australia/VIC81380/2023","EPI_ISL_17015457",2023.086,"Australia","21L(Omicron)","GISAID"
"2967","hCoV-19/Australia/SA522456/2023","EPI_ISL_17029465",2023.103,"Australia","21L(Omicron)","GISAID"
"2968","hCoV-19/India/TN-ICMR-INSACOG-SPHL-2118/2022","EPI_ISL_15251286",2023.114,"Australia","21L(Omicron)","GISAID"
"2969","hCoV-19/Venezuela/Dtt0866/2022","EPI_ISL_16359111",2022.695,"India","22D(Omicron)","GISAID"
"2970","hCoV-19/Qatar/QU.18.64.A7/2022","EPI_ISL_15922670",2022.84,"Venezuela","22D(Omicron)","GISAID"
"2971","hCoV-19/Uganda/737/2022","EPI_ISL_15909062",2022.705,"Qatar","22D(Omicron)","GISAID"
"2972","hCoV-19/Nepal/NPHL-S-1916/2022","EPI_ISL_15920380",2022.76,"Uganda","22D(Omicron)","GISAID"
"2973","hCoV-19/Bhutan/RCDC-0025/2023","EPI_ISL_16984446",2022.782,"Nepal","22D(Omicron)","GISAID"
"2974","hCoV-19/SintMaarten/SX-RIVM-125218/2023","EPI_ISL_16760382",2023.029,"Bhutan","22D(Omicron)","GISAID"
"2975","hCoV-19/NewZealand/22ZA5760/2022","EPI_ISL_16435850",2023.026,"SintMaarten","22D(Omicron)","GISAID"
"2976","hCoV-19/Finland/THL-03833/2023","EPI_ISL_17375626",2022.966,"NewZealand","22D(Omicron)","GISAID"
"2977","hCoV-19/NewZealand/23YA0651/2023","EPI_ISL_16953431",2023.207,"Finland","22D(Omicron)","GISAID"
"2978","hCoV-19/NewZealand/22YA4873/2022","EPI_ISL_16050476",2023.053,"NewZealand","22D(Omicron)","GISAID"
"2979","hCoV-19/NewZealand/23YA0280/2023","EPI_ISL_16954233",2022.911,"NewZealand","22D(Omicron)","GISAID"
"2980","hCoV-19/NewZealand/23YA0604/2023","EPI_ISL_16953413",2023.01,"NewZealand","22D(Omicron)","GISAID"
"2981","hCoV-19/NewZealand/22YA4598/2022","EPI_ISL_15956974",2023.042,"NewZealand","22D(Omicron)","GISAID"
"2982","hCoV-19/NewZealand/22XA6807/2022","EPI_ISL_16436299",2022.886,"NewZealand","22D(Omicron)","GISAID"
"2983","hCoV-19/Australia/NSW-ICPMR-36786/2022","EPI_ISL_15820660",2022.949,"NewZealand","22D(Omicron)","GISAID"
"2984","hCoV-19/Australia/ACT10111/2022","EPI_ISL_16523586",2022.851,"Australia","22D(Omicron)","GISAID"
"2985","hCoV-19/NewZealand/23XA1743/2023","EPI_ISL_17422980",2022.971,"Australia","22D(Omicron)","GISAID"
"2986","hCoV-19/Mauritius/60361/2022","EPI_ISL_16741272",2023.215,"NewZealand","22D(Omicron)","GISAID"
"2987","hCoV-19/Australia/TAS005321/2023","EPI_ISL_17396610",2022.903,"Mauritius","22D(Omicron)","GISAID"
"2988","hCoV-19/Spain/MD-HGUGM-7467660/2023","EPI_ISL_16955347",2023.221,"Australia","22D(Omicron)","GISAID"
"2989","hCoV-19/Finland/THL-03294/2023","EPI_ISL_17222657",2023.092,"Spain","22D(Omicron)","GISAID"
"2990","hCoV-19/Australia/VIC82287/2023","EPI_ISL_17409148",2023.168,"Finland","22D(Omicron)","GISAID"
"2991","hCoV-19/Austria/AGES-1114563/2023","EPI_ISL_17017727",2023.221,"Australia","22D(Omicron)","GISAID"
"2992","hCoV-19/Mexico/HGO-INER-IBT-2425/2023","EPI_ISL_17270159",2023.1,"Austria","22D(Omicron)","GISAID"
"2993","hCoV-19/Australia/NSW-ICPMR-44491/2023","EPI_ISL_17408995",2023.133,"Mexico","22D(Omicron)","GISAID"
"2994","hCoV-19/NewZealand/23XA1701/2023","EPI_ISL_17423122",2023.24,"Australia","22D(Omicron)","GISAID"
"2995","hCoV-19/Australia/QLD0x012EA9/2023","EPI_ISL_17028223",2023.218,"NewZealand","22D(Omicron)","GISAID"
"2996","hCoV-19/NewZealand/23YA1158/2023","EPI_ISL_17252779",2023.097,"Australia","22D(Omicron)","GISAID"
"2997","hCoV-19/Australia/VIC80547/2023","EPI_ISL_16909988",2023.105,"NewZealand","22D(Omicron)","GISAID"
"2998","hCoV-19/NewZealand/23ZA1208/2023","EPI_ISL_17252740",2023.04,"Australia","22D(Omicron)","GISAID"
"2999","hCoV-19/SouthKorea/KDCA153651/2022","EPI_ISL_15848785",2023.188,"NewZealand","22D(Omicron)","GISAID"
"3000","hCoV-19/Bahrain/CDL-750704039/2022","EPI_ISL_17081913",2022.812,"SouthKorea","22D(Omicron)","GISAID"
"3001","hCoV-19/Bhutan/RCDC-0015/2022","EPI_ISL_16984436",2022.914,"Bahrain","22D(Omicron)","GISAID"
"3002","hCoV-19/Brunei/7122182165/2022","EPI_ISL_16167085",2022.856,"Bhutan","22D(Omicron)","GISAID"
"3003","hCoV-19/Bangladesh/icddrb-CoV12285/2022","EPI_ISL_14986853",2022.851,"Brunei","22D(Omicron)","GISAID"
"3004","hCoV-19/Singapore/11466/2022","EPI_ISL_14917741",2022.648,"Bangladesh","22D(Omicron)","GISAID"
"3005","hCoV-19/SaintLucia/168225/2022","EPI_ISL_16166900",2022.678,"Singapore","22D(Omicron)","GISAID"
"3006","hCoV-19/Kuwait/batch2-Sample63/2022","EPI_ISL_16201327",2022.832,"SaintLucia","22D(Omicron)","GISAID"
"3007","hCoV-19/India/KA-18413/2022","EPI_ISL_15294803",2022.697,"Kuwait","22D(Omicron)","GISAID"
"3008","hCoV-19/Iraq/BG-USAFSAM-S20951/2022","EPI_ISL_16550296",2022.632,"India","22D(Omicron)","GISAID"
"3009","hCoV-19/Iceland/L-1952/2022","EPI_ISL_15539674",2022.889,"Iraq","22D(Omicron)","GISAID"
"3010","hCoV-19/Cambodia/939896/2022","EPI_ISL_16230732",2022.801,"Iceland","22D(Omicron)","GISAID"
"3011","hCoV-19/Cambodia/294399/2023","EPI_ISL_17066764",2022.955,"Cambodia","22D(Omicron)","GISAID"
"3012","hCoV-19/Laos/LOMWRU-0876/2022","EPI_ISL_16079401",2023.144,"Cambodia","22D(Omicron)","GISAID"
"3013","hCoV-19/Taiwan/CDC-F79108/2023","EPI_ISL_17283538",2022.895,"Laos","22D(Omicron)","GISAID"
"3014","hCoV-19/BosniaandHerzegovina/73/2023","EPI_ISL_16940625",2023.141,"Taiwan","22D(Omicron)","GISAID"
"3015","hCoV-19/Moldova/Nr-24072/2022","EPI_ISL_16212205",2023.048,"BosniaandHerzegovina","22D(Omicron)","GISAID"
"3016","hCoV-19/Laos/LOMWRU-0937/2022","EPI_ISL_16641044",2022.938,"Moldova","22D(Omicron)","GISAID"
"3017","hCoV-19/Vietnam/BMH-519001/2023","EPI_ISL_17297457",2022.927,"Laos","22D(Omicron)","GISAID"
"3018","hCoV-19/Myanmar/DMR-22111/2023","EPI_ISL_17162786",2023.116,"Vietnam","22D(Omicron)","GISAID"
"3019","hCoV-19/Laos/LOMWRU-0865/2022","EPI_ISL_16079390",2023.042,"Myanmar","22D(Omicron)","GISAID"
"3020","hCoV-19/Laos/LOMWRU-0873/2022","EPI_ISL_16079398",2022.878,"Laos","22D(Omicron)","GISAID"
"3021","hCoV-19/Singapore/R4MR139/2023","EPI_ISL_16534004",2022.897,"Laos","22D(Omicron)","GISAID"
"3022","hCoV-19/Vietnam/OUCRU-S06-M161/2022","EPI_ISL_17198167",2023.023,"Singapore","22D(Omicron)","GISAID"
"3023","hCoV-19/Cambodia/261352/2022","EPI_ISL_15377130",2022.93,"Vietnam","22D(Omicron)","GISAID"
"3024","hCoV-19/Vietnam/KH2023_001/2023","EPI_ISL_17265461",2022.758,"Cambodia","22D(Omicron)","GISAID"
"3025","hCoV-19/Ukraine/74969/2023","EPI_ISL_17268586",2023.1,"Vietnam","22D(Omicron)","GISAID"
"3026","hCoV-19/Mozambique/INS-PCS0029169/2022","EPI_ISL_16689801",2023.127,"Ukraine","22D(Omicron)","GISAID"
"3027","hCoV-19/Morocco/FMP565/2022","EPI_ISL_17304044",2022.993,"Mozambique","22F(Omicron)","GISAID"
"3028","hCoV-19/Mexico/CHP_IBT_IMSS_04401/2023","EPI_ISL_16877405",2022.76,"Morocco","22F(Omicron)","GISAID"
"3029","hCoV-19/India/KA-ICMR-VRDL-MYS-24937/2022","EPI_ISL_16199596",2023.026,"Mexico","22F(Omicron)","GISAID"
"3030","hCoV-19/Peru/LIM-INS-40149/2023","EPI_ISL_17020992",2022.9,"India","22F(Omicron)","GISAID"
"3031","hCoV-19/Peru/JUN-INS-41780/2023","EPI_ISL_17405226",2023.07,"Peru","22F(Omicron)","GISAID"
"3032","hCoV-19/Peru/LIM-INS-42035/2023","EPI_ISL_17405034",2023.163,"Peru","22F(Omicron)","GISAID"
"3033","hCoV-19/USA/OK-CDC-VSX-A064008/2023","EPI_ISL_17167735",2023.122,"Peru","22F(Omicron)","GISAID"
"3034","hCoV-19/Pakistan/IDRL-AKU-KHI-81389-S17/2022","EPI_ISL_16433699",2023.149,"USA","22F(Omicron)","GISAID"
"3035","hCoV-19/Pakistan/IDRL-AKU-KHI-80947-S9/2022","EPI_ISL_16433707",2022.99,"Pakistan","22F(Omicron)","GISAID"
"3036","hCoV-19/Philippines/PH-VUI-148053/2023","EPI_ISL_17343904",2022.927,"Pakistan","22F(Omicron)","GISAID"
"3037","hCoV-19/Bangladesh/icddrb-TND-05-1176/2022","EPI_ISL_16316175",2023.177,"Philippines","22F(Omicron)","GISAID"
"3038","hCoV-19/DRC/INRB-RDC-0102/2022","EPI_ISL_17190902",2022.848,"Bangladesh","22F(Omicron)","GISAID"
"3039","hCoV-19/Myanmar/DMR-22109/2022","EPI_ISL_17162784",2022.859,"DRC","22F(Omicron)","GISAID"
"3040","hCoV-19/Indonesia/JT-Undip-00268/2022","EPI_ISL_15917721",2022.966,"Myanmar","22F(Omicron)","GISAID"
"3041","hCoV-19/Bangladesh/icddrb-CoV12404/2022","EPI_ISL_15401645",2022.851,"Indonesia","22F(Omicron)","GISAID"
"3042","hCoV-19/Bahrain/CDL-22250059543/2022","EPI_ISL_17081849",2022.777,"Bangladesh","22F(Omicron)","GISAID"
"3043","hCoV-19/Bahrain/CDL-22530076415/2022","EPI_ISL_17081822",2022.96,"Bahrain","22F(Omicron)","GISAID"
"3044","hCoV-19/Mexico/YUC_IBT_IMSS_10475/2023","EPI_ISL_16877107",2022.93,"Bahrain","22F(Omicron)","GISAID"
"3045","hCoV-19/ElSalvador/58626-LNSP/2022","EPI_ISL_17261430",2023.004,"Mexico","22F(Omicron)","GISAID"
"3046","hCoV-19/Guatemala/9806-LNS/2022","EPI_ISL_16320972",2022.974,"ElSalvador","22F(Omicron)","GISAID"
"3047","hCoV-19/Guatemala/10448-LNS/2022","EPI_ISL_16322697",2022.908,"Guatemala","22F(Omicron)","GISAID"
"3048","hCoV-19/Guatemala/10031-LNS/2022","EPI_ISL_16338733",2022.922,"Guatemala","22F(Omicron)","GISAID"
"3049","hCoV-19/Brunei/7122189732/2022","EPI_ISL_16231167",2022.927,"Guatemala","22F(Omicron)","GISAID"
"3050","hCoV-19/Chile/NB-9438/2023","EPI_ISL_16942048",2022.908,"Brunei","22F(Omicron)","GISAID"
"3051","hCoV-19/Russia/SPE-RII-12930S/2023","EPI_ISL_17317887",2023.089,"Chile","22F(Omicron)","GISAID"
"3052","hCoV-19/CentralAfricanRepublic/LNBCSP040/2023","EPI_ISL_17423793",2023.155,"Russia","22F(Omicron)","GISAID"
"3053","hCoV-19/Malaysia/UNIMAS-GHML2105/2023","EPI_ISL_17398066",2023.081,"CentralAfricanRepublic","22F(Omicron)","GISAID"
"3054","hCoV-19/Malaysia/MKAK_CL_23_14276/2023","EPI_ISL_17243789",2023.248,"Malaysia","22F(Omicron)","GISAID"
"3055","hCoV-19/Singapore/R14MR43/2023","EPI_ISL_17016285",2023.182,"Malaysia","23A(Omicron)","GISAID"
"3056","hCoV-19/Guinea/CERFIG-38322/2023","EPI_ISL_17305643",2023.119,"Singapore","23A(Omicron)","GISAID"
"3057","hCoV-19/Brazil/GO-LACENGO-520400892/2023","EPI_ISL_17430470",2023.127,"Guinea","23A(Omicron)","GISAID"
"3058","hCoV-19/Philippines/PH-VUI-147774/2023","EPI_ISL_17152979",2023.204,"Brazil","23A(Omicron)","GISAID"
"3059","hCoV-19/Indonesia/JK-CW62-3765/2022","EPI_ISL_16647605",2023.111,"Philippines","23A(Omicron)","GISAID"
"3060","hCoV-19/Oman/5234101/2023","EPI_ISL_17026478",2022.955,"Indonesia","23A(Omicron)","GISAID"
"3061","hCoV-19/Indonesia/JK-NIHRD-W00661/2023","EPI_ISL_17118523",2023.114,"Oman","23A(Omicron)","GISAID"
"3062","hCoV-19/Belgium/Jessa_11-2314-000715LKO/2023","EPI_ISL_17414152",2023.119,"Indonesia","23A(Omicron)","GISAID"
"3063","hCoV-19/Brunei/CMDLID-7123011865/2023","EPI_ISL_17088382",2023.253,"Belgium","23A(Omicron)","GISAID"
"3064","hCoV-19/Australia/NSW-ICPMR-43290/2023","EPI_ISL_17173658",2023.1,"Brunei","23A(Omicron)","GISAID"
"3065","hCoV-19/Egypt/CPHL-EGY22866/2023","EPI_ISL_17423912",2023.163,"Australia","23A(Omicron)","GISAID"
"3066","hCoV-19/USA/AL-CDC-VSX-A078920/2023","EPI_ISL_17190437",2023.147,"Egypt","23A(Omicron)","GISAID"
"3067","hCoV-19/Singapore/NPHL-R23MR36/2023","EPI_ISL_17432290",2023.152,"USA","23A(Omicron)","GISAID"
"3068","hCoV-19/Australia/ACT10843/2023","EPI_ISL_17202329",2023.253,"Singapore","23A(Omicron)","GISAID"
"3069","hCoV-19/BurkinaFaso/CHUSS_16942/2023","EPI_ISL_17182746",2023.147,"Australia","23A(Omicron)","GISAID"
"3070","hCoV-19/Oman/5234092/2023","EPI_ISL_17026477",2023.105,"BurkinaFaso","23A(Omicron)","GISAID"
"3071","hCoV-19/India/GJ-INSACOG-GBRC10765/2023","EPI_ISL_17326233",2023.108,"Oman","23A(Omicron)","GISAID"
"3072","hCoV-19/Bonaire/BQ-RIVM-125210/2023","EPI_ISL_16760403",2023.199,"India","23A(Omicron)","GISAID"
"3073","hCoV-19/Aruba/AW-RIVM-126307/2023","EPI_ISL_16963535",2023.007,"Bonaire","23A(Omicron)","GISAID"
"3074","hCoV-19/USA/MS-ASC-210996564/2023","EPI_ISL_16755216",2023.01,"Aruba","23A(Omicron)","GISAID"
"3075","hCoV-19/USA/KY-ASC-210886216/2023","EPI_ISL_17279743",2023.053,"USA","23A(Omicron)","GISAID"
"3076","hCoV-19/USA/CO-CDPHE-2103789161/2023","EPI_ISL_17066169",2023.185,"USA","23A(Omicron)","GISAID"
"3077","hCoV-19/Romania/B-545063/2023","EPI_ISL_16939734",2023.122,"USA","23A(Omicron)","GISAID"
"3078","hCoV-19/USA/AK-PHL24383/2023","EPI_ISL_17291046",2023.042,"Romania","23A(Omicron)","GISAID"
"3079","hCoV-19/USA/NV-CDC-QDX46447976/2023","EPI_ISL_16963126",2023.13,"USA","23A(Omicron)","GISAID"
"3080","hCoV-19/Canada/AB-ABPHL-93396/2023","EPI_ISL_17086886",2023.097,"USA","23A(Omicron)","GISAID"
"3081","hCoV-19/Aruba/AW-RIVM-123088/2022","EPI_ISL_16445612",2023.089,"Canada","23A(Omicron)","GISAID"
"3082","hCoV-19/Mexico/COL-InDRE-FB1231/2023","EPI_ISL_17226388",2022.971,"Aruba","23A(Omicron)","GISAID"
"3083","hCoV-19/HongKong/VB23020530/2023","EPI_ISL_17295416",2023.064,"Mexico","23A(Omicron)","GISAID"
"3084","hCoV-19/Mexico/NAY_InDRE_S15806/2023","EPI_ISL_16735775",2023.204,"HongKong","23A(Omicron)","GISAID"
"3085","hCoV-19/Guatemala/658-LNS/2023","EPI_ISL_17432787",2023.004,"Mexico","23A(Omicron)","GISAID"
"3086","hCoV-19/USA/MT-MTPHL-4085505/2023","EPI_ISL_16998466",2023.218,"Guatemala","23A(Omicron)","GISAID"
"3087","hCoV-19/USA/WY-ASC-210883719/2023","EPI_ISL_17211604",2023.114,"USA","23A(Omicron)","GISAID"
"3088","hCoV-19/Curacao/CW-RIVM-128401/2023","EPI_ISL_17394208",2023.138,"USA","23A(Omicron)","GISAID"
"3089","hCoV-19/TrinidadandTobago/418131/2023","EPI_ISL_17295598",2023.185,"Curacao","23A(Omicron)","GISAID"
"3090","hCoV-19/Iceland/L-3787/2023","EPI_ISL_17179297",2023.166,"TrinidadandTobago","23A(Omicron)","GISAID"
"3091","hCoV-19/CostaRica/INC-10540-786652/2023","EPI_ISL_17396010",2023.149,"Iceland","23A(Omicron)","GISAID"
"3092","hCoV-19/Venezuela/Dtto8950/2023","EPI_ISL_17385372",2023.166,"CostaRica","23A(Omicron)","GISAID"
"3093","hCoV-19/Colombia/DC-INS-VG-28835/2023","EPI_ISL_17443051",2023.177,"Venezuela","23A(Omicron)","GISAID"
"3094","hCoV-19/USA/MO-CDC-QDX47043158/2023","EPI_ISL_17147297",2023.168,"Colombia","23A(Omicron)","GISAID"
